Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
EO,Elo,Wells Fargo,6370955276134529,Valentine Breitenberg,109,11/2013,08/2018,16,8995,564269
MC,Mastercard,Capital One,2657499094761356,Cristian Frami,262,01/2007,02/2010,16,9968,823099
EO,Elo,Chase,346625799852048,Malvina Kemmer,240,06/2013,02/2018,22,9533,604860
HC,Hipercard,U.S. Bancorp,6062825113447512,Houston Conn,171,11/2018,05/2023,2,7904,378289
DC,Diners Club,Diners Club International,6505413039226016,Elyssa Wiegand,3307,07/2007,03/2011,25,3208,275027
HR,Hiper,Capital One,6375683519493677,Deanna Stamm,424,05/2006,02/2011,18,1534,358947
UP,UnionPay,U.S. Bancorp,6370957463732776,Joany Fritsch,567,03/2009,09/2013,27,4968,12816
AX,American Express,American Express,6498859824724236,Ryleigh White,694,05/2014,07/2017,16,1857,277876
UP,UnionPay,U.S. Bancorp,344047789692932,Laurie Schinner,339,04/2013,04/2017,25,5340,796607
DC,Diners Club,Diners Club International,6362975875719561,Louie Thompson,637,03/2012,01/2017,8,6792,457582
EO,Elo,Barclays,1800016301908683,Avis Kuhic,460,07/2012,03/2016,27,7205,330231
MT,Maestro,U.S. Bancorp,6062821592893367,Kaden Johns,270,05/2013,07/2016,21,8871,553846
MC,Mastercard,Chase,378260290992589,Cortney Lehner,729,04/2017,01/2022,2,9184,211555
UP,UnionPay,Barclays,67521139771468,Jackson Borer,424,10/2008,01/2012,17,4692,917978
DS,Discover,Discover,6507188954021604,Bria Toy,253,02/2009,04/2012,27,2604,583761
DS,Discover,Discover,6062827490669965,Kelsi Treutel,470,02/2010,11/2014,3,2281,608515
UP,UnionPay,Chase,3903799610632958727,Silas Turcotte,489,07/2014,03/2018,7,4327,790082
UP,UnionPay,U.S. Bancorp,6441928146839390,Adolfo Marquardt,467,08/2020,02/2024,6,2046,749779
MT,Maestro,Capital One,213162615602826453,Walter Dooley,653,02/2008,11/2011,14,9768,437831
DS,Discover,Discover,6494891861884718,Diamond Davis,291,07/2002,06/2006,7,1737,569964
HC,Hipercard,Barclays,2291826787424227,Irving Willms,422,08/2006,12/2010,5,8435,169543
AX,American Express,American Express,6062825776960413,Raul Heaney,989,12/2016,11/2020,24,9375,882217
DC,Diners Club,Diners Club International,30042136001761,Dudley Swift,737,12/2003,07/2008,12,4584,601767
JC,JCB,Japan Credit Bureau,6442615319050363,Lessie Lueilwitz,317,10/2009,04/2013,6,9697,804606
UP,UnionPay,Capital One,815284901302849,Horacio Witting,713,10/2007,11/2010,19,5810,32140
MT,Maestro,Bank of America,6495182519577253,Vladimir Damore,163,06/2006,04/2011,24,5435,551293
EO,Elo,Capital One,56168003591649,Donnell Green,921,12/2017,08/2021,20,9711,591809
MC,Mastercard,Chase,4320767435057590,Napoleon Mayert,164,08/2017,07/2022,14,4134,320231
DC,Diners Club,Diners Club International,352897165533363588,Julianne Hahn,217,07/2016,07/2021,4,2929,279548
DS,Discover,Discover,5949473536397518,Antonio Rice,7427,07/2012,02/2016,9,6219,703590
AX,American Express,American Express,3056001599354441,Polly Reichert,993,05/2015,06/2019,21,9752,308910
MC,Mastercard,U.S. Bancorp,8132662981217664419,Marcos Prohaska,989,10/2008,06/2012,16,4037,508177
DS,Discover,Discover,5154918658725698,Rosalind Turner,516,07/2004,12/2007,20,9365,277803
HR,Hiper,Bank of America,36863479991787,Leonel Bogan,349,02/2011,01/2015,9,2806,419730
AX,American Express,American Express,3871889252901829865,Kenyon Bogan,645,09/2015,06/2019,10,7209,694383
JC,JCB,Japan Credit Bureau,6062821046751187,Ursula Lueilwitz,8743,03/2018,02/2023,10,3950,27288
DS,Discover,Discover,6509783232641195,Madisen Schinner,556,04/2016,06/2020,18,8744,636361
DC,Diners Club,Diners Club International,6011870446251076,Aurelie Green,755,11/2008,03/2013,13,7882,241372
MC,Mastercard,Chase,6062820291769589,Cristian Von,667,10/2019,11/2022,21,8976,505367
VI,Visa,Capital One,344244596644699,Annabell Rice,146,11/2010,08/2015,16,9997,447635
JC,JCB,Japan Credit Bureau,6062820626135928,Teresa Nader,6401,02/2006,12/2009,16,8595,566077
JC,JCB,Japan Credit Bureau,6062823677738640,Colt Weissnat,463,01/2014,12/2018,7,5581,326193
AX,American Express,American Express,6062822477386048,Devante Rolfson,729,12/2005,11/2010,5,9294,197811
VI,Visa,Bank of America,4449659797762949,Carlotta McDermott,493,03/2004,02/2009,6,4484,159779
DC,Diners Club,Diners Club International,6520863658389308,Lizzie Beahan,325,10/2018,10/2022,12,9668,998609
HC,Hipercard,Wells Fargo,2239637384096192,Mossie Macejkovic,807,05/2018,06/2021,10,9310,699761
HR,Hiper,Bank of America,6062823584380841,Rebeka Witting,257,09/2012,01/2017,26,1586,708221
HC,Hipercard,Wells Fargo,6362972064842767,Ernest Kertzmann,114,05/2008,07/2011,3,1671,273261
UP,UnionPay,Bank of America,8163620710445793906,Myrtice Brekke,1173,09/2000,06/2004,16,1224,144558
VI,Visa,Wells Fargo,1800553081082149,Shana Lemke,498,08/2013,01/2017,15,6575,948477
HC,Hipercard,U.S. Bancorp,349039192277877,Arnulfo Rodriguez,489,03/2010,03/2015,11,6790,211949
HC,Hipercard,GE Capital,35281036986891968,Barton Willms,756,09/2011,04/2016,24,6891,70173
DC,Diners Club,Diners Club International,6437304664205305,Charles Kozey,873,12/2014,11/2018,15,1614,142520
MT,Maestro,Wells Fargo,630608665316285,Abe Flatley,717,10/2017,07/2021,23,1855,735688
HC,Hipercard,U.S. Bancorp,348786566537242,Diana Hand,458,11/2003,08/2008,25,1796,561801
AX,American Express,American Express,506779151267315,Amari Jakubowski,857,04/2013,05/2017,13,1283,693309
DS,Discover,Discover,6277007378530128371,Ollie Schimmel,3166,07/2008,11/2011,4,4138,981594
UP,UnionPay,Barclays,3641388588284719,Ellis Trantow,836,11/2002,10/2007,19,5972,191286
EO,Elo,Chase,638260759532,Anastacio Wiegand,604,10/2014,08/2018,15,8723,557350
VI,Visa,Capital One,6499444889006271,Francesca Schuppe,631,03/2003,02/2008,21,5835,464266
UP,UnionPay,U.S. Bancorp,6500337735613208,Gregorio Wehner,761,02/2018,12/2021,23,3135,260517
UP,UnionPay,Wells Fargo,6507203255583911,Bo Hilpert,437,06/2011,01/2016,22,9374,753721
DS,Discover,Discover,4336505522280218,Lula Pfannerstill,112,09/2018,05/2023,2,6759,788657
JC,JCB,Japan Credit Bureau,3053146792354305271,Desiree Smith,851,02/2006,08/2009,27,7605,206401
MT,Maestro,GE Capital,6500319184663041,Mac Carter,689,09/2016,04/2021,9,5868,653421
MT,Maestro,Capital One,346258156702166,Darrion Altenwerth,855,08/2009,01/2014,17,2296,311927
MC,Mastercard,Bank of America,4830568182654420,Helene Boyle,564,06/2002,08/2005,9,9980,850345
HR,Hiper,Bank of America,180087992010819294,Wilbert Hettinger,956,05/2019,12/2023,5,6838,357208
EO,Elo,Barclays,30518102256232,Nichole Zieme,372,11/2004,09/2008,12,8310,490844
MT,Maestro,Capital One,6375687795284999,Skyla Okuneva,415,03/2007,02/2011,24,6626,217970
VI,Visa,Wells Fargo,6062820132962815,Jana Ryan,992,10/2017,09/2022,6,4721,378822
VI,Visa,Wells Fargo,6376095266434698,Christina Fahey,304,06/2008,10/2012,15,7230,695234
HC,Hipercard,Barclays,30071632779778,Friedrich Orn,677,07/2009,01/2013,12,3173,892020
HC,Hipercard,Bank of America,6550120879258132,Lue Sipes,449,02/2007,06/2010,18,7637,644633
MT,Maestro,Bank of America,6499842764953129518,Imogene Cole,960,05/2004,10/2007,27,2195,865590
DS,Discover,Discover,21314167054343441,Chesley Willms,691,04/2010,10/2013,16,2788,873372
VI,Visa,U.S. Bancorp,6062828567537127,Zula Mohr,176,01/2010,04/2014,21,6644,195904
MT,Maestro,Capital One,379999689046247,Ivy Mueller,793,12/2015,09/2019,19,3547,591159
UP,UnionPay,U.S. Bancorp,6011798526118859,Deven Ledner,568,03/2008,08/2011,17,2242,409702
AX,American Express,American Express,375118742579995,Issac Bogan,247,03/2020,02/2025,26,6485,758706
DS,Discover,Discover,372879047836124,Mazie Robel,119,11/2013,02/2018,24,3944,222732
MC,Mastercard,Barclays,4190373463047152,Vada Conn,312,06/2000,12/2004,10,6813,487027
HC,Hipercard,Bank of America,340448161548854,Jamal Tillman,575,07/2002,09/2005,11,1742,262357
UP,UnionPay,Bank of America,345416706067875,Mariah Schaden,311,04/2007,10/2011,4,5668,41264
MC,Mastercard,U.S. Bancorp,6376094968910691,Raymond Mayert,507,05/2020,12/2024,19,7539,244861
DC,Diners Club,Diners Club International,6011568807994538,Bradly McCullough,986,09/2003,10/2006,10,5825,944185
JC,JCB,Japan Credit Bureau,6375688070704396,Margarete Nitzsche,693,10/2012,01/2017,9,6246,578860
UP,UnionPay,Barclays,6062821638144288,Lonzo Huel,220,12/2020,12/2025,17,1709,278326
HC,Hipercard,U.S. Bancorp,6370954091020468,Marlen Ortiz,610,08/2007,02/2011,9,9245,604061
HC,Hipercard,Capital One,6376092065441008,Eduardo Kreiger,542,04/2009,04/2013,23,5923,253999
HC,Hipercard,U.S. Bancorp,352803461669435370,Cayla Waters,791,02/2006,12/2010,2,3239,227104
HC,Hipercard,GE Capital,4514165674423357,Herman Casper,363,08/2007,12/2011,20,5036,754927
JC,JCB,Japan Credit Bureau,4748131231229859,Carlo Emard,632,08/2013,01/2018,26,4232,470484
HC,Hipercard,Wells Fargo,378897771384784,Kane Nolan,855,07/2019,05/2023,3,4379,622475
AX,American Express,American Express,5090007482751109,Gladys Kautzer,835,10/2016,11/2020,4,3143,248092
MT,Maestro,U.S. Bancorp,18009713116419038,Theodore Schumm,437,09/2020,01/2025,8,8231,547052
DC,Diners Club,Diners Club International,30074760741321,Bryce Stracke,134,09/2007,07/2011,1,3373,790197
MT,Maestro,Chase,5501590753055303,Gerry Daniel,211,09/2011,09/2014,12,7326,723743
MT,Maestro,U.S. Bancorp,81325351765294538,Eliezer Gleichner,121,12/2017,04/2021,25,8021,2899
MT,Maestro,Chase,59311369284871448,Larry Leuschke,963,07/2005,07/2009,26,6805,238550
DS,Discover,Discover,6062823272857894,Kiley Prosacco,430,01/2000,03/2004,25,8711,278829
HC,Hipercard,Capital One,1800368102021806379,Marguerite Buckridge,133,07/2004,07/2008,4,2823,445687
JC,JCB,Japan Credit Bureau,379028042482806,Jarrett Mills,688,11/2003,08/2007,9,7071,815492
DC,Diners Club,Diners Club International,5066995126449462,Quincy Hilpert,400,11/2004,11/2008,8,6693,316711
JC,JCB,Japan Credit Bureau,372180807318878,Kenneth Hirthe,627,09/2000,02/2005,26,8379,116542
VI,Visa,Chase,6376090026771844,Stanton Padberg,617,07/2011,03/2016,6,9408,892238
JC,JCB,Japan Credit Bureau,5067793077425,Sigmund Gutmann,315,08/2015,12/2018,13,3443,426251
MT,Maestro,U.S. Bancorp,6550986852655137081,Alexa Borer,166,04/2019,08/2022,18,5574,837716
AX,American Express,American Express,2131597933049143,Jayde Larkin,113,12/2015,05/2020,13,7716,841959
HC,Hipercard,GE Capital,816459872741295,Carlee Jones,935,03/2015,10/2019,22,9625,933891
VI,Visa,Capital One,6375682797765699,Jorge Boyer,605,02/2009,04/2013,1,4195,23681
DS,Discover,Discover,6376126772037723,Ronny Kuhn,405,06/2016,01/2020,10,6450,420774
HR,Hiper,Capital One,622999283944099,Karelle Hirthe,597,11/2016,04/2021,12,6656,795348
HR,Hiper,U.S. Bancorp,6376098342263008,Jan Torphy,274,06/2010,04/2014,3,8381,185773
VI,Visa,GE Capital,349745380867085,Willa Bruen,602,09/2009,01/2013,27,4434,83680
AX,American Express,American Express,5903613828516,Sydnie Halvorson,322,08/2015,09/2018,24,4333,948708
VI,Visa,Wells Fargo,2715957817201893,Nikita Murray,3861,08/2004,02/2009,8,1616,240986
UP,UnionPay,Capital One,18002067272075036,Verner Dach,848,11/2020,03/2025,26,8339,385800
DC,Diners Club,Diners Club International,5089990390787906,Charley Rempel,266,01/2013,11/2017,2,1532,382631
UP,UnionPay,Capital One,6496062103839393,Carol Corkery,401,03/2002,10/2005,12,7297,549033
HC,Hipercard,Barclays,352878250036060809,Barbara Leffler,934,08/2006,04/2011,20,6171,626956
DC,Diners Club,Diners Club International,6062828893727723,Kayley Bernhard,246,07/2004,12/2008,21,3769,802430
HC,Hipercard,Chase,621851327616509,Lew Rippin,722,11/2002,03/2007,11,3470,883887
AX,American Express,American Express,6504050455015811,Estrella Jacobs,300,11/2017,01/2022,23,7958,948236
JC,JCB,Japan Credit Bureau,6376123185565887,Terrance Beer,4219,06/2006,11/2010,23,1723,125557
UP,UnionPay,Chase,3528498846112126539,Herbert Towne,677,11/2020,11/2025,26,8703,66408
HR,Hiper,Bank of America,4279388964365550,Herminio Heidenreich,599,12/2018,12/2022,26,1235,944346
VI,Visa,Chase,3930678293986677,Gerardo Mohr,595,06/2016,02/2021,16,2956,389740
VI,Visa,Barclays,6375991105977312,Caitlyn Schiller,1469,06/2012,04/2017,2,3941,635057
MT,Maestro,Capital One,349562432149036,Hailey Beier,818,11/2005,03/2009,5,8416,3621
EO,Elo,Wells Fargo,4011793619378168,Kiara Zboncak,831,08/2012,07/2016,15,8530,649899
MC,Mastercard,Bank of America,39060163687899,Emmy Ritchie,318,08/2010,10/2013,22,8851,452978
DC,Diners Club,Diners Club International,3589349061874719,Orlo Schoen,6695,09/2020,12/2023,9,3354,607086
UP,UnionPay,Wells Fargo,6062821367143543,Kamron McDermott,746,03/2011,03/2016,13,4685,668722
DS,Discover,Discover,2235946562262722,Elinor Gerhold,755,07/2013,10/2016,13,1069,517813
HR,Hiper,Wells Fargo,4803236864173993,Ocie West,995,06/2016,01/2021,3,8412,525411
DC,Diners Club,Diners Club International,62182160313178,Opal Mitchell,572,06/2019,12/2023,21,2257,206750
DC,Diners Club,Diners Club International,4514160288558755,Julio Brakus,899,02/2017,12/2021,6,7559,912319
MC,Mastercard,Wells Fargo,346509834413364,Oswaldo Batz,727,12/2004,02/2009,4,9325,221401
DC,Diners Club,Diners Club International,373949892832541,Mose Jerde,339,09/2016,03/2020,1,1441,225488
HR,Hiper,Wells Fargo,347042564021412,Tomas Emmerich,223,02/2018,02/2023,19,7963,870113
JC,JCB,Japan Credit Bureau,6569818631671779165,Sarina Frami,697,12/2009,10/2014,18,4380,118895
HR,Hiper,Barclays,6599741259808806062,Dalton Dicki,8086,10/2006,11/2010,24,7382,959550
EO,Elo,GE Capital,3870272889132504358,Emmanuelle Hegmann,735,12/2001,02/2006,22,7880,917939
VI,Visa,Capital One,30552926538319,Norval Mueller,762,08/2006,03/2010,4,9169,194401
MT,Maestro,U.S. Bancorp,6504396286554761,Chaz Monahan,324,04/2008,01/2013,1,7908,899297
EO,Elo,U.S. Bancorp,6011279208513179857,Meagan Murphy,227,02/2016,08/2019,13,7305,851890
HC,Hipercard,Chase,6504859348992477,Minnie Glover,408,12/2009,03/2013,24,7576,185771
HR,Hiper,Chase,6011337634796444199,Jake Carter,955,08/2008,10/2011,19,3131,619756
EO,Elo,GE Capital,6507221009543072,Reina Connelly,713,10/2010,08/2014,20,7616,151162
DS,Discover,Discover,632051025039,Bryce Douglas,689,11/2006,05/2010,26,9487,3529
DS,Discover,Discover,3050896914663814,Karianne McGlynn,595,10/2014,03/2019,2,7046,1205
AX,American Express,American Express,340386402951364,Cara Stamm,488,08/2009,07/2014,18,5751,983165
HC,Hipercard,Barclays,6292953845353980,Reese McLaughlin,431,08/2005,09/2009,16,4216,399920
MT,Maestro,Bank of America,816316410030215635,Ian Bahringer,995,04/2003,03/2008,17,3293,733982
AX,American Express,American Express,6447051454977027,Eda Hoppe,981,09/2008,10/2012,17,2135,914536
HR,Hiper,GE Capital,6362970240066061,Bridget Krajcik,887,07/2005,04/2009,18,8017,574463
AX,American Express,American Express,6062826403153398,Jacynthe Strosin,841,09/2018,12/2021,17,3236,343316
JC,JCB,Japan Credit Bureau,6504058185186810,Santos Beatty,269,08/2012,12/2015,11,2050,339706
UP,UnionPay,Barclays,30042288384429,Diamond Schmidt,557,05/2001,08/2005,24,2114,747154
MT,Maestro,Wells Fargo,348315464806663,Brooks Tillman,530,07/2019,10/2022,9,3350,109579
AX,American Express,American Express,2131087412764983221,Gregorio McKenzie,522,07/2009,07/2014,22,2818,570362
EO,Elo,GE Capital,6375681640452778,Dewitt Hackett,250,11/2000,05/2005,19,3978,308991
VI,Visa,GE Capital,340319099798939,Ryley Ruecker,391,09/2018,08/2022,3,7407,938394
DC,Diners Club,Diners Club International,622010578923684066,Karolann Fisher,677,06/2016,05/2020,24,6217,196875
DS,Discover,Discover,2131658750550116,Fernando Schroeder,358,07/2009,06/2014,15,2837,798687
MT,Maestro,U.S. Bancorp,4639123813278638,Stefanie Renner,259,10/2010,01/2014,25,7819,880315
AX,American Express,American Express,4702765562311689,Isidro Vandervort,3205,02/2016,08/2020,17,8277,966688
MC,Mastercard,Capital One,6062827698696877,Torey Abshire,645,08/2017,01/2021,25,9799,29378
MT,Maestro,Barclays,6062821687569880,Colten McCullough,513,11/2019,11/2023,21,6036,133212
DS,Discover,Discover,1800695011346985,Forest Nitzsche,693,01/2010,08/2013,27,2550,717713
UP,UnionPay,Chase,506698834153512,Name Bayer,226,12/2011,02/2016,5,4629,123316
MC,Mastercard,Chase,4844198858412418,Johnathan Lockman,998,07/2013,08/2016,13,2009,708270
DS,Discover,Discover,35284452082631884,Forest Farrell,218,10/2020,10/2024,22,5835,542597
DS,Discover,Discover,38283348184233,Ellsworth Bernhard,516,09/2003,12/2007,15,6601,24500
JC,JCB,Japan Credit Bureau,591679294033259,Gerda Blick,569,12/2003,04/2007,26,4055,600902
MT,Maestro,Bank of America,3057953099330412673,Elton Stokes,171,09/2018,08/2022,3,5393,258678
VI,Visa,Barclays,6376098287536574,Luciano Haag,491,08/2008,09/2012,14,4274,195490
MC,Mastercard,Chase,4402412924844171,Mike Kuphal,238,08/2011,03/2015,5,1232,769188
MT,Maestro,U.S. Bancorp,6376095346061529,Clark Berge,823,04/2017,01/2022,22,7934,479090
HR,Hiper,Chase,36321139090128,Adalberto Dickinson,767,03/2014,11/2017,13,7335,234469
DC,Diners Club,Diners Club International,594874637763509,Dessie Thompson,515,12/2007,02/2011,16,8841,626532
EO,Elo,Chase,4753321348319246,Fausto Okuneva,216,05/2001,04/2006,4,4459,750426
UP,UnionPay,Bank of America,6062823589084703,Georgette Bosco,720,09/2013,03/2018,20,5090,178441
HC,Hipercard,U.S. Bancorp,2712096767119525,Karen Mueller,370,05/2005,03/2009,1,5606,704848
DS,Discover,Discover,4881259369117419,Spencer Torp,764,09/2005,10/2009,27,5881,764292
HC,Hipercard,GE Capital,62292533019285,Cathryn Strosin,2420,12/2003,03/2007,11,9479,87578
DS,Discover,Discover,342835862071236,Orlando Fritsch,681,09/2015,05/2019,21,6821,401005
MC,Mastercard,GE Capital,620147923687171,Princess Davis,740,10/2009,08/2014,9,6209,826083
MT,Maestro,Barclays,1800562342132882,Alfonzo Hoeger,3866,10/2004,08/2008,23,4947,896173
HR,Hiper,U.S. Bancorp,6062828802843207,Gracie Gaylord,164,01/2018,09/2022,11,1340,144846
MC,Mastercard,Wells Fargo,6062824177411811,Deron Johns,853,01/2011,08/2015,2,5768,484936
HR,Hiper,Chase,506779608463315817,Candida Kemmer,234,07/2006,03/2011,12,3605,28339
JC,JCB,Japan Credit Bureau,6375689682840883,Alexis Satterfield,377,08/2017,11/2021,4,2588,438342
MC,Mastercard,Chase,6062826578415234,Lizzie Parisian,401,07/2020,08/2024,22,6256,625775
HR,Hiper,U.S. Bancorp,5000008014364466381,Justina Schmitt,632,07/2008,09/2012,14,3347,92907
JC,JCB,Japan Credit Bureau,62212667686873,Shayna Rau,105,08/2008,08/2013,24,9924,179956
JC,JCB,Japan Credit Bureau,2711981884185064,Merritt Kling,605,08/2004,11/2007,24,8326,972947
JC,JCB,Japan Credit Bureau,2221856734737665,Ardella Bogan,627,03/2016,07/2019,5,7853,536955
JC,JCB,Japan Credit Bureau,6062825032443139,Donavon Botsford,448,12/2018,12/2022,10,1675,883191
MT,Maestro,U.S. Bancorp,2709428910757973,Taya Wolf,651,05/2002,07/2006,13,7897,613225
EO,Elo,Capital One,3842310226961085279,Fern Green,260,09/2014,04/2018,22,5136,138513
EO,Elo,GE Capital,622925420052430215,Fabiola Bernhard,185,12/2003,02/2008,11,6980,982881
MC,Mastercard,U.S. Bancorp,6376121389398949,Jade Kozey,635,09/2007,12/2010,7,6178,227843
AX,American Express,American Express,18008418834675272,Ilene Kohler,377,03/2001,09/2005,25,6258,235445
EO,Elo,U.S. Bancorp,2606053322955686,Simeon Lockman,888,04/2011,05/2015,11,7534,471889
JC,JCB,Japan Credit Bureau,345492323093115,Layla Kris,363,04/2001,10/2005,27,1518,542888
DC,Diners Club,Diners Club International,348263517860354,Benny Reynolds,422,11/2019,12/2022,1,3507,929395
UP,UnionPay,Capital One,378962232588132,Darrin Balistreri,651,07/2020,01/2025,14,1167,182733
DC,Diners Club,Diners Club International,506779302096,Marcos Flatley,8054,03/2007,12/2010,20,1166,347071
JC,JCB,Japan Credit Bureau,4435129286064757,Bradley Streich,290,09/2020,04/2024,14,1324,745867
DS,Discover,Discover,6062824970664459,Sherman Bayer,7016,04/2013,09/2016,5,7828,625120
MC,Mastercard,Chase,2611933447890558,Cortney Schmidt,947,11/2008,04/2012,16,5894,279457
VI,Visa,Chase,6375990509832305,Merl Bauch,253,06/2011,12/2015,24,9178,580324
HC,Hipercard,Wells Fargo,6062829673675165,Kevin Kilback,798,08/2008,05/2013,15,6195,359887
EO,Elo,Bank of America,4092937395242179,Alycia Schmeler,570,10/2006,03/2010,16,5305,955882
MC,Mastercard,Chase,340680301006498,Eleanora Sawayn,671,10/2014,08/2019,1,2453,166099
MT,Maestro,Barclays,6440262812852305419,Rahul Rogahn,7222,10/2012,04/2016,11,1387,990968
